N,P,K,temperature,humidity,ph,rainfall,air quality,light intensity,date,yield,ideal_planting_time,next_season_crop
62.44529156,50.52413066,41.04076408,25.40925163,83.76332715,6.761199742,200.9542046,28.13262558,419.5474411,2022-05-29 10:59:52+00:00,32.67,Early June,Corn
58.22558243,49.79191905,44.8007561,25.78124901,86.30600944,6.970746114,198.695659,29.32771672,418.6810741,2022-05-07 10:59:52+00:00,26.73,Early June,Corn
65.05541924,41.82610607,40.25254202,22.70075111,80.09853323,7.325584563,268.3682714,29.06901077,428.3136326,2022-06-02 10:55:16+00:00,32.67,Early June,Corn
67.99228195,45.85289189,38.97255179,23.13776745,82.84323941,7.171934712,260.7189091,27.56415359,403.2223248,2022-06-02 10:55:16+00:00,32.67,Early June,Soybean
67.10872205,45.69104583,39.9037777,23.82332929,81.96430118,7.246244705,251.8578999,28.11640211,414.7868395,2022-05-17 10:55:16+00:00,32.67,Early June,Soybean
64.2511041,44.2715874,39.45571294,24.19098975,83.09710866,7.252782278,255.0787816,29.89987371,437.9466089,2022-06-09 10:55:16+00:00,32.67,Early June,Soybean
67.49356025,42.20795889,36.02780309,22.73044197,81.15582269,7.346615433,267.6973598,30.66458879,406.014217,2022-06-07 10:55:16+00:00,32.67,Early June,Soybean
76.75926508,44.10694189,38.88009575,26.22279443,82.54188976,6.544397037,292.7311798,26.79335189,433.4171333,2022-05-23 19:57:01+00:00,39.93,Early June,Soybean
75.64493767,43.647792,35.58997985,25.02622398,83.01509918,6.647434897,297.5012875,27.80706458,432.8291076,2022-06-02 19:57:01+00:00,39.93,Early June,Soybean
79.9140256,40.06495804,36.04266204,23.41980601,82.6316196,6.481442379,296.19434,28.48849019,431.0758673,2022-06-05 19:57:01+00:00,39.93,Early June,Soybean
77.28686804,41.48469167,35.99150772,24.47540759,82.53019002,6.606622473,293.2904694,30.01650289,430.8748275,2022-06-02 19:57:01+00:00,39.93,Early June,Soybean
80.78552643,42.31255111,36.36746471,24.16148891,82.65682527,6.469015743,296.3182389,26.54021176,444.4327854,2022-06-14 19:57:01+00:00,39.93,Early June,Corn
77.92589826,44.83609471,42.8205895,19.43458174,83.11221161,7.403428602,196.02498,27.07396021,417.1834929,2022-05-30 10:08:15+00:00,26.73,Early June,Corn
77.75306016,40.08187978,38.68014327,21.10113463,82.34646404,7.205253982,182.2130353,28.31790379,419.3614782,2022-06-18 10:08:15+00:00,32.67,Early June,Soybean
77.50265749,43.41884748,42.65091934,20.37638017,80.83336172,7.179985606,184.8274688,28.26302435,417.6033185,2022-06-14 10:08:15+00:00,32.67,Early June,Corn
80.11040553,44.93894062,41.55980519,23.14332036,81.8857192,7.258762117,187.089033,26.68576964,444.0905716,2022-06-20 10:08:15+00:00,32.67,Early June,Soybean
79.49217084,42.7597935,41.83872614,22.15489955,83.72633761,7.454385883,182.6221114,29.20286923,442.9453717,2022-05-28 10:08:15+00:00,32.67,Early June,Corn
75.08030204,56.66490471,39.14963538,27.31880895,83.28823942,6.919735884,257.2355449,25.98367539,409.9217062,2022-06-07 19:38:34+00:00,39.93,Early June,Soybean
75.49742753,54.01568492,37.57001608,25.41981328,82.90803514,6.948855891,255.7917516,27.34428767,414.6097274,2022-06-28 19:38:34+00:00,39.93,Early June,Corn
75.10960418,57.0407912,35.9655023,25.59007629,83.93651003,6.967616756,261.7558456,27.00211387,405.0495324,2022-06-18 19:38:34+00:00,39.93,Early June,Corn
73.75233731,54.86820875,33.23263249,25.79294308,84.25645914,6.877925297,254.5764587,29.02848569,419.645158,2022-07-02 19:38:34+00:00,39.93,Early June,Corn
72.02336012,54.80771539,40.19859769,25.65534437,85.07752127,6.986833272,249.340218,27.73370445,419.62787,2022-07-01 19:38:34+00:00,39.93,Early June,Corn
99.52069372,35.4838165,46.58755509,22.5391149,83.50350721,6.968474154,279.3048644,25.2790403,437.8196436,2022-06-29 15:33:53+00:00,39.93,Early June,Corn
98.54051006,31.42460039,45.09208486,23.99538761,79.50699276,7.08671983,275.5773569,26.04648168,433.9453956,2022-06-13 15:33:53+00:00,39.93,Early June,Corn
98.71604801,36.83370534,45.45101889,22.24660062,84.30063894,6.968813728,267.122195,27.68056097,423.5307874,2022-06-23 15:33:53+00:00,39.93,Early June,Soybean
96.92231625,32.77400031,48.71887745,22.74008383,81.49792269,6.930260336,275.2656038,26.01861157,421.0004001,2022-06-26 15:33:53+00:00,39.93,Early June,Soybean
97.30040954,32.29451679,45.53255554,22.3546516,82.12481244,6.788124254,276.3013504,25.20458533,424.5819515,2022-07-03 15:33:53+00:00,39.93,Early June,Corn
68.28269564,46.67608632,42.68698918,26.26060333,82.17138761,7.745335406,288.9269802,26.41422917,427.1235323,2022-07-06 21:23:11+00:00,32.67,Early June,Soybean
64.72110957,47.75626542,45.36867925,26.01031852,83.26319512,7.814585041,281.4230216,25.81178651,437.2811023,2022-07-11 21:23:11+00:00,32.67,Mid October,Barley
69.39704402,46.56379084,45.61616038,27.23500686,78.71063747,7.917298102,271.8824328,26.44659732,426.1969701,2022-07-05 21:23:11+00:00,32.67,Early June,Soybean
65.19266973,46.43619892,44.43453943,25.22284357,82.58036109,7.786564993,280.7086783,24.9666961,431.627958,2022-06-20 21:23:11+00:00,32.67,Early June,Corn
64.52573366,49.12179383,42.50493834,26.35371574,80.95068147,7.749681538,286.1892818,25.64344859,429.0448475,2022-07-06 21:23:11+00:00,32.67,Early June,Soybean
75.67713333,33.39002638,36.48696877,25.14275599,81.56356543,5.017112743,184.113103,26.6813884,425.8957533,2022-07-06 17:44:45+00:00,32.67,Early June,Corn
72.1459791,32.01668701,36.79461185,24.97792324,81.16566141,4.933659537,189.0177297,25.87490868,434.2409364,2022-06-25 17:44:45+00:00,32.67,Early June,Corn
73.49868489,35.49387557,37.95971298,24.96616144,82.34226685,4.860719996,180.4273508,26.02236486,427.2052247,2022-07-01 17:44:45+00:00,32.67,Early June,Corn
68.44186718,36.55260599,35.18133578,24.98418335,81.29885925,5.007205612,183.6581642,24.93225488,449.35004,2022-06-29 17:44:45+00:00,26.73,Early June,Soybean
76.5667011,35.04787469,37.43552134,25.86746261,82.86003109,4.968484725,189.534569,25.32114963,435.4841791,2022-07-12 17:44:45+00:00,32.67,Early June,Soybean
78.47001045,36.58864671,37.10461136,26.3560488,79.51304392,6.014108097,189.0621581,24.3960701,438.0707227,2022-07-20 13:56:19+00:00,32.67,Early June,Soybean
78.11384034,32.48790081,38.86185829,25.65161525,81.26473553,6.239665687,181.7462187,24.61130764,459.6321275,2022-07-10 13:56:19+00:00,32.67,Early June,Corn
78.57336783,35.27686078,40.44349614,28.36704165,80.39429382,6.063047528,193.7321586,23.9401192,455.770922,2022-07-09 13:56:19+00:00,32.67,Early June,Corn
78.03745484,34.39213469,39.39108825,27.56827851,81.07393499,6.067226286,191.3931041,25.32481631,439.9031574,2022-07-30 13:56:19+00:00,32.67,Early June,Soybean
78.72795532,35.30242879,38.91793464,26.25731249,82.49304135,6.098580873,198.9248057,24.3081336,450.3247797,2022-07-19 13:56:19+00:00,32.67,Early June,Soybean
76.61289416,42.70507917,35.70574199,21.49921071,84.34945687,7.601369958,202.7263614,26.54899549,457.6115084,2022-07-22 23:15:45+00:00,39.93,Early June,Corn
78.90400554,42.10020167,40.48672436,21.78023215,85.07656283,7.535760111,203.6262854,23.7471508,433.0020868,2022-07-19 23:15:45+00:00,39.93,Early June,Soybean
83.2945225,42.40374855,35.38498372,22.87300786,84.39846091,7.453329894,195.6932826,26.07644756,431.0351961,2022-07-30 23:15:45+00:00,32.67,Early June,Corn
82.14077524,40.90311492,35.36222935,23.74708775,84.57135327,7.634572586,211.4043022,25.82185505,451.3645774,2022-07-22 23:15:45+00:00,39.93,Early June,Soybean
83.22979376,38.2537989,37.67414366,22.65672677,83.7840005,7.629875716,195.494771,26.42953349,451.4741002,2022-07-14 23:15:45+00:00,32.67,Early June,Corn
69.23564435,53.2488415,41.50434692,26.99547127,80.39098501,5.665996935,190.1893503,26.01416821,453.6011317,2022-08-12 22:17:04+00:00,26.73,Early June,Soybean
67.64691959,58.04677286,41.97326275,25.61640965,80.81720214,5.846495087,179.6973176,25.33989533,442.4069249,2022-08-05 22:17:04+00:00,26.73,Late May,Barley
68.73969399,57.76406124,43.45966997,27.7781687,80.82670866,5.769137324,174.6392885,26.53167629,436.1661887,2022-08-13 22:17:04+00:00,26.73,Early June,Soybean
68.26676308,56.93614433,44.69276906,26.20367748,79.82585001,5.67048926,194.7769452,28.77331081,430.7788325,2022-08-03 22:17:04+00:00,26.73,Early June,Corn
69.09946962,59.8584393,43.15801777,25.47223286,79.90361817,5.78587731,184.2911157,25.97211609,450.3023815,2022-07-19 22:17:04+00:00,26.73,Early June,Corn
68.73335389,43.62430625,32.51049156,25.43498986,82.66449996,5.650360402,192.5988975,28.89018513,449.8033747,2022-08-04 09:47:51+00:00,26.73,Early June,Corn
73.98267798,42.89363572,37.95831528,26.14788733,82.1579288,5.996839641,192.522665,27.34748108,460.7669671,2022-07-29 09:47:51+00:00,32.67,Early June,Soybean
69.57334676,41.1153173,35.81067363,22.7601211,82.96299807,5.729501155,194.9323702,29.1926043,469.7531227,2022-08-09 09:47:51+00:00,26.73,Early June,Soybean
70.85594495,45.04001098,33.95405738,27.00195515,83.42839404,5.753595439,194.0413157,27.26140765,449.6098304,2022-08-07 09:47:51+00:00,32.67,Early June,Corn
71.99865989,47.6711615,33.71374897,24.49772043,82.85752555,5.62922086,192.7206078,27.47990294,439.3945051,2022-08-10 09:47:51+00:00,32.67,Early June,Soybean
62.69517505,55.79817409,42.21575733,25.43596875,81.92446844,6.414308231,218.7932095,27.0964542,440.447923,2022-08-15 17:00:43+00:00,32.67,Early June,Corn
63.2275334,53.34981945,42.22070202,25.26574599,81.12886018,6.219503288,222.3665742,27.42504588,434.0156502,2022-08-27 17:00:43+00:00,32.67,Early June,Soybean
62.50647514,52.70660996,41.97340729,25.81431179,80.57856179,6.244597168,217.6739298,27.63148623,440.8896006,2022-08-07 17:00:43+00:00,32.67,Early June,Soybean
60.28645862,52.45628153,42.54834448,25.89102689,80.47518655,6.19265728,235.6899131,27.14716604,446.3454026,2022-08-25 17:00:43+00:00,32.67,Early June,Soybean
58.60826041,51.49589323,39.29896262,25.66606456,81.88064172,6.427151131,220.6717668,29.04540707,432.6523055,2022-08-19 17:00:43+00:00,32.67,Early June,Soybean
69.67165793,43.28464571,40.87116686,25.44662714,86.15470719,5.741978448,177.3526193,28.02185949,444.4781087,2022-08-22 14:15:49+00:00,26.73,Early June,Soybean
68.67687091,44.00034404,39.8545855,27.30619816,84.48523064,5.945813575,184.3358221,29.88092269,438.3196807,2022-08-15 14:15:49+00:00,26.73,Early June,Soybean
67.29801215,41.71729466,37.24809689,25.47769557,85.00335931,5.943898986,184.4910181,27.77563969,445.2352498,2022-08-19 14:15:49+00:00,26.73,Early June,Corn
66.15182312,43.98076507,37.90594608,26.9406729,86.84075692,5.943801793,181.4581802,28.98318701,427.7423058,2022-08-26 14:15:49+00:00,26.73,Early June,Soybean
64.01707019,40.13135546,42.27117844,25.89349581,84.49669223,5.901758227,183.5787431,28.14429479,436.5957535,2022-08-20 14:15:49+00:00,26.73,Early June,Soybean
66.33892364,57.37307286,42.46909784,26.87830194,80.18637363,5.535068542,209.5359945,28.88534449,464.7284134,2022-09-10 03:14:28+00:00,32.67,Early June,Soybean
68.63808531,61.09773644,39.43952681,23.74028534,79.29974037,5.482916513,216.3543676,28.42670508,475.5585556,2022-08-21 03:14:28+00:00,32.67,Early April,Corn
66.72495531,56.26287132,35.62922135,24.91678798,82.00293618,5.449840938,227.4554445,29.29958176,469.6554271,2022-08-25 03:14:28+00:00,32.67,Early June,Soybean
65.26840666,60.37740454,37.3708557,25.71664219,82.60129251,5.211033432,222.4206763,29.30720637,465.0988464,2022-08-25 03:14:28+00:00,32.67,Early June,Soybean
69.66749248,61.6093985,37.47614037,26.57082269,79.10157896,5.485877946,221.8837401,27.78893532,473.6757491,2022-08-27 03:14:28+00:00,32.67,Early June,Corn
69.49302471,56.49055672,36.70028027,21.65211125,85.17836251,6.246852286,234.0061077,28.69516893,444.4655745,2022-08-28 14:10:37+00:00,32.67,Early June,Soybean
63.49184783,61.22476137,42.90927842,21.43378022,82.92661619,6.240331099,234.7835481,28.95541446,479.0604127,2022-09-03 14:10:37+00:00,32.67,Early June,Soybean
67.45680923,58.9645811,40.18710791,22.72759814,84.26688352,6.219695634,235.3792338,28.33843478,468.5882834,2022-09-11 14:10:37+00:00,32.67,Early June,Soybean
66.28954859,56.13301926,36.70080738,22.95579431,83.61728852,6.475617786,239.706564,28.15719541,463.843814,2022-09-07 14:10:37+00:00,32.67,Early June,Soybean
64.91489654,63.7081969,38.37777915,22.04856369,83.74595825,6.323205276,240.0334152,29.92397726,458.2334472,2022-09-07 14:10:37+00:00,32.67,Early June,Soybean
85.07972595,42.25519367,38.48885767,25.33229996,79.84711675,5.203563225,233.3053436,28.75604517,493.1538343,2022-09-05 06:44:22+00:00,39.93,Early June,Soybean
80.88666269,43.77032083,36.32252343,21.99618555,82.13332892,5.133770769,239.1189591,27.93074127,487.8932492,2022-08-28 06:44:22+00:00,39.93,Early June,Soybean
81.112088,41.59686932,37.11709045,23.01143459,80.58884388,5.162269263,238.3179472,30.3165232,487.9473213,2022-09-17 06:44:22+00:00,39.93,Early June,Soybean
81.22490814,38.93073476,40.86613949,24.56239415,82.44256817,5.051501899,249.0727795,29.06111663,470.5821332,2022-09-22 06:44:22+00:00,39.93,Early June,Corn
81.15026547,43.77692204,35.29681437,23.60332057,81.93410954,5.095746065,242.8475361,30.04434151,477.187817,2022-09-18 06:44:22+00:00,39.93,Early June,Soybean
82.85900326,49.60331394,44.44390021,26.07876966,81.7679748,5.983675769,184.2820942,29.16407426,468.9199947,2022-09-03 16:33:09+00:00,32.67,Early June,Soybean
85.04191984,47.60413467,46.23285226,25.13714964,81.07403682,6.019504181,178.3544507,28.09057765,486.9116776,2022-09-04 16:33:09+00:00,32.67,Early June,Corn
84.63429233,52.31958094,44.28403339,27.13491816,81.30831294,6.022874606,176.1578725,29.89337028,467.6391089,2022-09-24 16:33:09+00:00,32.67,Early June,Corn
87.46385295,51.03636609,46.46395181,25.90792988,79.90945007,6.216595841,185.6061015,29.41157723,489.943246,2022-09-26 16:33:09+00:00,32.67,Early June,Corn
82.8968591,47.99619162,45.63466872,25.46643211,80.42992969,6.054340374,182.9217626,29.76679169,482.0596693,2022-09-27 16:33:09+00:00,32.67,Early June,Corn
80.12454022,48.82167911,43.92664928,24.44516077,81.68880054,5.335097058,231.1556539,26.95751788,454.94045,2022-09-11 00:44:04+00:00,39.93,Early June,Corn
80.43520822,53.22189465,42.15894279,26.35055225,80.55271125,5.328618083,228.0637888,26.99925809,452.2999666,2022-09-21 00:44:04+00:00,39.93,Late May,Wheat
83.51673482,53.60692704,44.44194253,24.2138912,81.06683477,5.339619897,232.9200558,26.82202608,453.3521127,2022-10-02 00:44:04+00:00,39.93,Early June,Soybean
76.28400077,54.07708822,44.01184626,23.65234436,80.28415378,5.120719416,231.2373057,26.926957,446.1173971,2022-09-11 00:44:04+00:00,39.93,Early June,Soybean
84.92647864,53.85025613,44.72290522,24.11207555,80.70782716,5.188300713,239.7029836,28.20834576,465.7815427,2022-09-30 00:44:04+00:00,39.93,Early June,Corn
91.85186043,49.61172728,38.07985253,19.81157516,83.69444764,6.443250201,235.9521985,29.12476343,464.3461181,2022-09-25 04:07:22+00:00,32.67,Early June,Corn
88.04720027,53.55888629,37.55477554,20.52296881,83.84673111,6.39676852,233.8084015,28.9273454,459.046281,2022-10-14 04:07:22+00:00,39.93,Early June,Corn
91.02167395,46.65647187,42.17260722,19.6428555,84.5283028,6.282000158,226.148429,29.85206436,463.6116808,2022-09-26 04:07:22+00:00,32.67,Early June,Soybean
90.42684782,49.55792144,43.22759674,20.74662646,82.91813303,6.535204975,224.3308469,28.64203675,450.4466618,2022-09-22 04:07:22+00:00,39.93,Early June,Soybean
93.30207882,52.56860891,40.49749387,18.7831122,82.90283991,6.273458775,225.859038,28.77526519,465.7818107,2022-10-07 04:07:22+00:00,32.67,Early June,Corn
93.93897312,53.15789132,38.13712247,25.92104875,80.08702971,7.202555265,298.776271,30.41231844,461.057765,2022-10-02 18:49:08+00:00,39.93,Early June,Soybean
92.6563042,55.77723693,41.90575532,26.58155222,81.77349695,7.038468962,284.5984498,29.10657224,454.4042575,2022-10-12 18:49:08+00:00,39.93,Early June,Corn
91.96410579,52.63385299,39.11268092,26.45373789,83.22946977,6.859685254,287.1150274,29.86073188,440.7815099,2022-10-07 18:49:08+00:00,39.93,Early June,Corn
90.87640191,49.63959025,37.56062188,27.27394424,81.95726992,7.039488911,291.3412209,28.82442224,452.14072,2022-10-06 18:49:08+00:00,39.93,Early June,Soybean
92.75202743,55.60630996,36.0005521,26.9445171,81.96703398,7.127583988,298.9689102,30.49304712,449.0094493,2022-10-16 18:49:08+00:00,39.93,Early June,Soybean
86.94958096,43.6009465,38.12686463,25.73351908,83.57961553,7.318296592,247.1782729,31.0299059,408.4045114,2022-10-27 17:09:09+00:00,39.93,Early June,Corn
88.08734993,45.33061226,39.06795772,24.02526673,84.4450723,7.308040712,246.8616094,30.25233267,433.8284102,2022-10-16 17:09:09+00:00,39.93,Early June,Corn
91.13453482,42.98216085,39.76113203,24.3775427,83.3744561,7.419447506,241.8006897,28.15077482,450.3969869,2022-10-29 17:09:09+00:00,39.93,Early June,Corn
87.72114307,44.08350007,37.94668972,22.27254656,81.89328363,7.386802086,230.5550314,29.22329452,428.6159983,2022-10-08 17:09:09+00:00,39.93,Early June,Soybean
86.50022101,43.92890756,37.24396252,23.6945247,83.00708325,7.525835321,237.9744835,27.02261258,425.6692115,2022-10-23 17:09:09+00:00,39.93,Early June,Soybean
81.51596429,41.86699268,33.65180064,26.51779412,78.85449072,6.125299632,227.7488113,28.7364615,421.3116497,2022-10-26 11:49:38+00:00,39.93,Early June,Corn
81.65408513,41.7313,35.01367657,27.13257371,78.91218499,6.181531841,216.6709579,27.9042886,425.7367484,2022-10-13 11:49:38+00:00,39.93,Late May,Wheat
78.14214089,45.78537917,34.7861564,27.68434833,80.60622212,6.241588893,215.5082216,28.00966568,424.3929178,2022-10-17 11:49:38+00:00,39.93,Early June,Soybean
80.86467549,44.37538637,33.95217682,26.55204252,80.32282243,6.077917951,213.9694907,27.62604953,434.4879203,2022-10-29 11:49:38+00:00,39.93,Early June,Soybean
82.45439594,42.97333422,34.52272107,26.55413508,81.1569744,5.994271158,210.9567975,28.75942382,434.1999257,2022-10-17 11:49:38+00:00,39.93,Early June,Corn
77.1821983,38.5953767,37.44906433,26.49324594,83.53270507,7.603628384,249.2979553,28.85021081,418.5482739,2022-10-19 05:03:02+00:00,39.93,Early June,Corn
78.28184535,41.24956335,37.29236497,27.27931953,84.08772175,7.583762435,251.9602192,29.55822548,415.7395826,2022-10-29 05:03:02+00:00,39.93,Early June,Corn
78.55905372,40.52814257,39.20709324,27.34508183,83.17194786,7.42692248,253.1580638,29.34944108,414.5010692,2022-11-08 05:03:02+00:00,39.93,Early June,Soybean
77.2245064,43.61231957,39.03915505,26.11158465,84.03091575,7.517467212,250.356354,29.96860426,429.3951558,2022-10-29 05:03:02+00:00,39.93,Early June,Corn
75.65710612,40.44437721,36.83071138,26.57927213,84.41819582,7.487151147,252.1929089,28.36358707,434.0245367,2022-10-29 05:03:02+00:00,39.93,Early June,Soybean
60.05220284,50.54893861,36.37329973,21.92694546,83.56993448,5.995761172,249.4950337,31.09277002,420.7115064,2022-11-08 10:38:13+00:00,32.67,Early June,Corn
60.25090822,52.90007675,36.14742557,22.68382217,82.33407826,6.173158995,250.8012252,28.60175108,417.4740544,2022-11-01 10:38:13+00:00,32.67,Early June,Corn
61.83224243,51.25706661,38.19757876,22.73931868,81.7048269,6.170714201,254.9485794,29.89348094,419.9071999,2022-10-22 10:38:13+00:00,32.67,Early June,Soybean
58.03805238,51.86266862,31.98493747,22.66939333,81.4497473,6.135979066,260.7668203,28.35489516,413.5277603,2022-11-14 10:38:13+00:00,32.67,Early June,Corn
60.51915282,52.83326831,35.51409294,22.26974596,85.07018405,6.096799853,260.8918635,31.45188749,421.0159483,2022-11-07 10:38:13+00:00,32.67,Early June,Corn
87.84401108,50.11409111,38.88944031,23.86480965,84.04033887,6.718760563,194.680397,30.2562075,400.0247501,2022-11-07 14:30:43+00:00,32.67,Early June,Soybean
87.60363685,44.68832455,44.9251395,22.77209582,83.06914361,6.539749309,192.79329,30.87069776,410.2275906,2022-11-12 14:30:43+00:00,32.67,Early June,Corn
87.28884455,43.81132507,43.30238915,22.46836792,84.71354796,6.554548728,202.3664514,30.19574136,426.9254302,2022-11-23 14:30:43+00:00,39.93,Early June,Soybean
90.50319545,47.57739457,43.42282098,20.64306512,83.72565044,6.604996411,197.1034954,29.17486074,447.5658949,2022-10-30 14:30:43+00:00,32.67,Early June,Corn
90.06511279,46.89340023,41.92000165,22.21256935,84.62634908,6.43192291,193.1573789,31.22021274,425.2370553,2022-11-11 14:30:43+00:00,32.67,Early June,Soybean
93.9803233,44.84153511,37.00830066,22.66044269,84.54040998,6.737973752,301.7700048,31.99505693,426.3488202,2022-11-06 22:40:48+00:00,32.67,Early June,Soybean
91.69330387,48.71872937,40.9483005,21.27712845,82.59041958,6.396174997,292.5846841,31.71188729,448.6767181,2022-11-21 22:40:48+00:00,39.93,Early April,Soybean
93.90553673,49.24232104,37.38549008,20.5491774,82.6503354,6.270043852,301.07018,28.97520434,426.5262937,2022-11-05 22:40:48+00:00,32.67,Early June,Soybean
94.2457566,48.64892395,37.45637569,22.20841349,82.18021476,6.674456323,288.6125165,30.82368514,441.2854257,2022-11-11 22:40:48+00:00,39.93,Early June,Soybean
97.28286353,50.27544743,35.98117044,22.37975183,82.29433706,6.509607743,295.9585626,30.69967645,450.7712763,2022-11-18 22:40:48+00:00,39.93,Early June,Soybean
62.776371,54.74434548,45.85905132,22.7880051,82.39143313,5.88025254,291.3671586,31.2450127,442.6059284,2022-12-07 07:51:37+00:00,32.67,Early June,Soybean
58.49572455,55.56039401,46.76075692,20.96743829,81.52593864,5.852394964,295.3103517,31.08145832,437.1127025,2022-11-28 07:51:37+00:00,32.67,Early June,Soybean
62.3473592,54.59184049,43.93062728,23.3025598,83.90507981,5.900680516,295.693076,28.14331493,440.2283972,2022-12-03 07:51:37+00:00,32.67,Early June,Soybean
64.03641885,54.08478877,43.1641602,23.3083439,82.26726091,6.067355367,287.4449032,29.59805793,442.4692839,2022-11-15 07:51:37+00:00,32.67,Early June,Soybean
65.50399236,53.80773269,46.8112828,22.29628076,85.09143289,6.001445359,293.2529992,28.82321561,454.1680043,2022-11-14 07:51:37+00:00,32.67,Early June,Soybean
79.87412286,37.3825035,43.63313984,23.87357537,82.71397337,6.914286187,181.0565963,26.99355447,455.6370595,2022-11-29 19:15:34+00:00,32.67,Early June,Soybean
79.97810463,34.87647764,45.61911683,25.45198298,85.27636629,7.14590197,181.8476551,29.55799341,466.9312069,2022-12-07 19:15:34+00:00,32.67,Early June,Soybean
77.26300815,32.16696506,44.1441323,26.20965588,85.11485746,6.956521725,190.0114956,29.91499602,460.338731,2022-12-16 19:15:34+00:00,32.67,Early June,Corn
74.789578,33.88052517,44.7639916,27.17044068,84.42834315,7.142724725,180.9959528,30.05787539,461.9626472,2022-12-02 19:15:34+00:00,32.67,Early June,Corn
81.43250368,36.6825109,41.70813619,25.66535222,85.49828203,7.002754726,179.9666028,28.48576138,471.6332888,2022-12-10 19:15:34+00:00,32.67,Early June,Corn
66.51944685,38.04618117,43.6566886,23.83164557,82.86972864,5.442869214,187.7809654,28.42624354,494.4635766,2022-12-11 04:39:18+00:00,26.73,Early June,Corn
63.19011344,35.82460485,38.15478674,23.87514456,82.20182708,5.349986635,196.2529302,27.89392263,490.2201929,2022-12-15 04:39:18+00:00,26.73,Early June,Soybean
66.69697051,42.07840698,38.76874227,22.69559732,84.40537587,5.261775422,195.6878417,27.98203316,490.5986564,2022-12-18 04:39:18+00:00,26.73,Early June,Corn
64.11498844,37.51855956,41.30798134,23.48502516,84.46689201,5.210720142,181.5209629,28.98462465,472.8119539,2022-12-06 04:39:18+00:00,26.73,Early June,Soybean
67.34973838,36.15454153,39.51706771,23.65392482,82.04549766,5.470446809,186.9772783,27.49441019,476.7679964,2022-12-08 04:39:18+00:00,26.73,Early June,Corn
85.94033988,42.58376371,40.0755918,21.35297686,87.21422858,6.675868911,205.6862489,26.87700543,502.5432648,2022-12-12 19:49:01+00:00,39.93,Early June,Soybean
87.21743315,42.67706617,42.33281962,22.40852057,84.76606753,6.68074947,204.3249903,28.08743727,467.9721375,2022-12-25 19:49:01+00:00,39.93,Early April,Soybean
83.09662791,40.66335439,45.70188595,20.49223225,85.36848001,6.520137288,206.9238419,29.36212999,498.868009,2022-12-16 19:49:01+00:00,39.93,Early June,Corn
85.60320294,44.76000307,40.16600235,21.67827628,86.20359225,6.924378303,202.4903389,27.25817138,483.4180724,2022-12-28 19:49:01+00:00,39.93,Early June,Corn
85.27811501,39.42946979,43.70042711,21.024851,87.11990276,6.755938119,209.8678567,28.54338218,506.6328226,2022-12-07 19:49:01+00:00,39.93,Early June,Corn
86.36380029,59.29046592,42.58737505,21.97902292,79.48227769,7.178383495,224.0775728,24.57441087,496.5822809,2022-12-15 05:22:32+00:00,39.93,Early June,Soybean
87.57697414,60.43699841,42.76814126,21.58597962,80.47584401,7.098424788,212.2427529,26.75591489,503.001679,2022-12-12 05:22:32+00:00,39.93,Early June,Corn
89.57568308,59.67202301,42.04431671,22.50984549,80.35312024,7.270801503,209.8861551,27.29059032,490.7281551,2022-12-13 05:22:32+00:00,39.93,Early June,Corn
86.47534381,61.45431257,35.48477611,22.57187499,81.60243939,6.997361098,212.0896772,26.05389424,506.6432975,2022-12-17 05:22:32+00:00,39.93,Early June,Soybean
84.33206992,59.43958645,42.5711602,21.14187685,80.33341746,7.200716799,225.3028139,27.37670818,477.8981233,2022-12-26 05:22:32+00:00,39.93,Early June,Corn
57.05670053,52.10798917,43.32607657,22.06735905,83.67062587,7.842256396,270.7236962,26.7810779,476.0449829,2023-01-05 03:03:31+00:00,32.67,Early June,Soybean
54.07651131,53.30654365,46.14932121,21.64703224,83.03545564,8.031444396,269.2632211,28.29517572,480.9995699,2023-01-04 03:03:31+00:00,32.67,Early June,Soybean
60.88823783,53.8693813,42.99817972,20.56704343,84.77712768,8.084752673,273.9764012,25.8282985,484.6744908,2023-01-02 03:03:31+00:00,32.67,Early June,Soybean
58.47381789,57.51265067,40.29698006,22.71622993,84.01687628,7.937806825,266.4759803,26.5260644,484.7775795,2022-12-31 03:03:31+00:00,32.67,Early June,Soybean
55.65771773,56.77320069,46.71851768,22.10560819,84.97859782,7.919804931,276.3570918,26.85734272,491.00162,2023-01-02 03:03:31+00:00,32.67,Early June,Corn
78.17885,31.2802107,41.12567102,27.06128528,84.06282521,6.748039682,236.6317192,25.0187306,485.0840298,2022-12-31 18:13:08+00:00,39.93,Early June,Corn
75.41181401,37.78375191,41.77392673,26.43288419,83.34603819,6.878966573,233.6651428,27.36783127,458.7226371,2022-12-25 18:13:08+00:00,39.93,Early June,Soybean
77.17987466,31.40444022,44.79740719,27.10471465,83.20397155,6.957424435,234.4500212,27.31917801,455.1787523,2022-12-26 18:13:08+00:00,39.93,Early June,Corn
79.25594843,35.31029341,42.8012815,25.93998169,82.45296837,6.929804665,231.6998511,25.85792523,470.8164569,2023-01-18 18:13:08+00:00,39.93,Early June,Corn
74.72188182,30.05388997,41.78602157,27.60935526,82.74572201,7.055045582,227.0660338,27.11074874,472.3079261,2023-01-21 18:13:08+00:00,39.93,Early June,Corn
